Oval
   x/c        y/c
 1.0	0.0
0.987688	0.039109
0.951057	0.077254
0.891007	0.113498
0.809017	0.146946
0.707107	0.176777
0.587785	0.202254
0.45399	0.222752
0.309017	0.237764
0.156434	0.246922
0.0	0.25
-0.156434	0.246922
-0.309017	0.237764
-0.45399	0.222752
-0.587785	0.202254
-0.707107	0.176777
-0.809017	0.146946
-0.891007	0.113498
-0.951057	0.077254
-0.987688	0.039109
-1.0	0.0
-0.987688	-0.039109
-0.951057	-0.077254
-0.891007	-0.113498
-0.809017	-0.146946
-0.707107	-0.176777
-0.587785	-0.202254
-0.45399	-0.222752
-0.309017	-0.237764
-0.156434	-0.246922
-0.0	-0.25
0.156434	-0.246922
0.309017	-0.237764
0.45399	-0.222752
0.587785	-0.202254
0.707107	-0.176777
0.809017	-0.146946
0.891007	-0.113498
0.951057	-0.077254
0.987688	-0.039109
1.0	-0.0
